route_id,distance_km,speed_kmph,traffic_level,hour_of_day,day_of_week,previous_eta,actual_eta
1,14.82,47.74,High,9,3,29.45,30.93
1,15.76,44.15,Low,19,0,26.07,23.26
2,28.05,28.97,Low,3,1,61.03,58.64
2,24.54,37.37,Medium,5,0,51.85,49.72
3,40.0,49.08,Low,16,0,49.66,48.15
1,13.67,35.99,High,19,0,35.31,36.63
1,15.91,34.0,Medium,0,5,33.98,34.41
1,14.5,36.4,Medium,6,3,31.01,29.12
2,21.28,35.11,Medium,23,0,45.5,47.24
3,44.57,25.66,High,3,0,163.97,164.98
2,28.24,30.52,Low,11,3,55.99,56.96
2,26.76,39.81,Low,9,4,36.47,38.74
1,15.61,38.52,Low,22,3,21.38,23.95
2,25.3,37.64,Low,3,0,41.67,39.52
3,42.82,53.04,Low,6,3,50.3,48.58
3,30.29,32.0,Medium,23,1,74.07,71.47
1,15.85,41.1,High,7,4,34.46,35.4
3,31.73,25.32,Medium,3,1,94.76,92.26
1,14.21,44.56,High,11,4,30.95,30.62
3,36.07,33.65,Medium,9,3,83.01,82.35
1,16.2,40.46,Low,1,3,23.34,23.68
3,38.69,29.78,Medium,7,1,99.31,98.81
2,26.45,31.98,High,8,0,82.35,79.73
3,42.38,28.56,Medium,12,2,111.49,111.39
1,17.27,39.81,Medium,9,3,31.02,32.51
3,39.09,46.94,Medium,20,0,65.76,63.66
2,27.38,27.17,High,17,2,94.66,94.94
1,13.11,38.0,High,16,6,32.95,34.05
1,17.69,27.93,High,0,5,59.93,59.16
3,34.43,36.24,Medium,19,3,69.43,72.21
2,20.69,27.28,Low,22,3,45.42,46.25
2,23.12,42.43,Low,15,2,29.68,32.68
3,34.9,44.24,Low,4,0,50.2,48.28
3,38.3,35.04,Medium,8,6,81.9,82.14
1,17.32,38.69,High,19,6,39.55,42.18
1,14.77,30.6,Medium,8,6,34.87,35.7
3,43.0,50.53,Low,3,1,49.84,52.26
2,26.92,40.27,Medium,4,3,52.73,50.48
3,39.36,44.59,Medium,10,6,64.41,65.26
1,14.49,45.76,Medium,16,3,24.86,23.07
2,27.97,54.86,Low,11,3,31.45,30.06
2,27.03,28.73,High,8,5,88.81,90.58
2,24.69,39.33,High,7,4,57.55,59.99
3,39.11,47.97,High,18,1,82.07,79.96
1,12.49,54.43,Low,12,1,13.79,13.38
2,22.42,29.08,Medium,2,6,58.51,56.93
2,22.5,43.44,High,2,5,47.58,49.46
2,24.64,50.91,Low,15,3,26.66,27.32
2,25.96,33.09,Medium,1,0,55.45,57.13
3,31.96,47.5,Medium,0,4,47.34,49.24
1,14.06,25.12,Medium,6,2,42.01,41.02
1,16.24,54.3,Low,20,6,15.61,17.74
3,30.57,37.14,High,5,4,78.37,79.52
3,37.19,38.68,Low,6,5,53.1,55.71
1,14.49,46.21,Low,10,4,22.03,19.09
1,17.84,33.98,Low,20,5,33.31,32.56
1,12.23,54.38,Low,11,6,12.09,11.79
1,13.11,40.94,High,21,2,30.97,32.47
1,12.68,45.93,Medium,17,0,24.15,22.5
3,35.53,47.69,Low,1,4,49.0,46.51
1,12.74,47.7,Low,1,4,17.3,16.89
3,37.09,27.97,Low,20,3,78.54,78.82
3,32.01,27.59,Low,15,0,73.57,70.88
2,24.94,33.79,Low,8,4,41.42,42.66
3,33.41,31.43,Low,23,6,63.28,64.59
1,17.04,31.79,Medium,2,2,37.8,39.84
1,17.22,47.95,High,13,6,34.91,34.35
2,22.65,52.63,Low,11,4,24.06,26.06
3,35.39,38.86,Medium,16,0,67.66,70.23
1,17.37,45.07,High,7,0,38.37,38.49
3,40.56,51.87,Low,18,1,44.72,46.03
2,26.79,45.62,High,21,1,54.74,55.51
1,12.62,47.97,Low,11,5,11.18,13.82
3,44.23,45.89,Low,5,4,59.04,58.14
3,40.01,39.93,Low,21,4,57.04,58.21
1,14.28,26.41,High,16,6,51.75,52.78
3,39.58,43.86,Low,0,1,55.32,55.3
2,20.28,52.27,High,23,4,38.3,35.65
3,39.36,26.99,Medium,16,3,110.38,110.7
2,29.76,27.94,Low,22,4,67.48,65.13
3,44.44,27.04,High,18,1,156.07,157.52
3,33.78,40.26,High,12,3,75.9,78.89
3,33.78,25.66,Low,15,3,79.89,79.6
2,22.53,32.94,High,9,5,65.56,65.29
3,33.27,51.34,Medium,5,2,48.22,49.19
3,34.6,25.6,Low,12,4,81.3,80.54
1,16.81,26.12,Low,5,0,40.73,38.85
3,41.77,36.87,Low,1,4,67.62,66.95
2,28.15,42.66,Low,1,4,41.25,40.85
3,40.15,33.0,Medium,16,4,91.34,89.81
2,20.71,52.46,Low,8,5,26.07,24.99
1,14.87,51.9,Medium,16,4,22.52,20.75
2,24.47,37.29,High,17,3,65.22,63.6
1,14.66,47.77,Medium,15,4,21.61,21.87
2,21.39,33.15,Medium,16,4,47.08,47.62
3,37.08,53.47,Low,4,1,40.97,41.04
2,27.77,29.07,Low,6,5,57.87,57.73
2,28.19,36.95,Medium,10,5,57.13,58.64
1,14.06,36.7,Medium,9,6,31.27,30.09
1,12.07,36.03,Low,9,0,19.94,18.57
1,16.36,35.26,Low,0,3,26.59,28.2
1,16.72,51.13,Low,20,6,18.1,18.52
3,35.61,50.19,Low,3,5,39.19,41.86
3,35.07,26.68,High,7,5,126.2,127.14
2,25.91,25.8,Medium,10,5,75.68,75.61
3,32.15,54.6,Medium,16,5,43.12,43.16
2,20.63,31.91,Low,0,1,42.15,39.31
1,16.77,50.09,Low,22,2,18.87,18.18
3,32.28,54.57,Low,23,3,31.96,34.88
2,27.53,53.37,Medium,11,5,40.51,39.08
1,17.54,40.43,Low,23,2,27.56,27.89
3,37.5,36.28,Low,20,6,61.63,60.95
1,17.9,31.82,Medium,1,0,42.97,41.2
3,34.29,31.93,High,17,6,101.33,102.41
1,13.29,34.42,High,17,5,37.06,36.21
3,35.08,52.31,Low,12,3,41.68,41.05
1,14.54,26.28,Low,9,4,31.39,31.56
3,35.69,35.9,High,0,1,93.35,95.28
3,32.88,38.22,High,18,2,84.51,83.81
2,29.64,54.33,Medium,2,0,42.54,39.74
2,28.28,35.92,Medium,7,0,58.84,58.67
3,32.97,48.38,Low,9,5,41.7,38.93
2,28.74,45.52,Medium,2,3,46.75,46.67
3,44.78,33.26,Medium,4,3,100.78,99.0
3,38.17,45.71,Low,3,4,48.86,48.21
2,20.56,51.65,High,2,4,40.87,38.23
2,25.62,42.04,Medium,14,1,44.63,47.15
3,32.07,47.2,Medium,18,5,53.44,51.53
3,41.26,25.69,High,16,0,153.63,153.57
1,17.71,46.29,Low,22,4,22.76,21.35
3,33.55,53.95,Low,1,5,37.57,38.19
3,31.61,25.44,Medium,15,6,94.05,94.56
1,14.79,54.18,Low,1,2,14.85,16.07
1,16.5,47.65,Low,5,0,23.28,21.52
1,14.43,54.39,Medium,3,6,23.2,20.45
3,37.02,30.23,High,4,0,116.61,116.9
3,41.67,53.08,High,18,3,76.02,74.72
2,29.84,37.08,High,16,0,76.36,75.36
3,40.52,49.96,Low,0,3,47.31,46.73
2,20.73,50.6,Medium,5,5,33.09,32.39
1,17.56,31.13,Low,13,0,34.87,32.59
1,16.06,29.87,High,0,5,51.62,53.0
3,31.34,42.8,Low,3,6,47.4,45.77
2,26.3,26.22,High,6,5,95.76,97.92
2,29.71,54.12,High,1,3,50.36,50.96
3,30.82,36.56,High,17,6,79.86,79.76
3,41.09,50.07,Low,17,0,50.47,48.71
2,21.09,47.21,High,17,4,39.86,42.38
3,36.47,29.14,Low,1,1,75.31,74.66
1,16.28,37.38,Medium,5,2,31.19,31.14
2,23.61,46.74,Low,19,2,26.32,29.16
2,29.84,32.3,Low,22,4,53.83,56.66
2,26.69,51.39,Low,13,4,28.65,29.85
1,17.73,28.72,Medium,4,5,46.2,45.01
3,43.31,52.01,Low,20,3,51.45,50.47
1,12.06,28.84,Low,15,6,24.81,24.31
3,30.09,32.39,Low,13,5,59.54,57.06
2,20.64,36.63,Low,11,6,31.43,34.29
2,22.54,43.64,Medium,9,5,37.89,39.34
1,13.53,53.26,Low,23,2,11.99,13.52
2,22.74,45.98,Low,13,5,29.17,28.76
2,21.72,54.71,Low,4,0,22.56,23.86
3,33.74,27.66,Medium,0,2,92.78,91.54
1,13.86,46.18,Medium,15,5,19.34,21.48
2,29.84,48.79,Low,21,2,32.71,35.34
2,25.83,32.17,Medium,19,3,57.72,59.81
2,29.46,53.87,High,7,0,50.04,50.98
2,23.71,52.87,High,15,5,46.42,44.61
1,13.78,52.34,Low,3,4,15.89,16.71
3,34.77,25.08,Medium,1,3,103.2,103.46
3,39.58,39.89,Medium,4,4,77.67,76.11
1,13.57,50.96,High,13,2,26.96,26.53
1,15.59,50.37,Medium,18,3,23.54,22.33
3,44.93,44.08,Medium,21,2,76.84,77.26
3,38.72,28.13,Low,5,2,79.45,80.91
2,27.4,35.19,Low,22,0,44.05,46.58
2,23.43,52.55,Medium,13,0,34.06,32.38
1,13.08,28.61,Medium,20,6,30.33,32.83
2,23.73,36.12,Medium,17,2,50.42,50.03
2,22.02,42.43,Medium,19,1,41.38,40.67
2,20.86,49.75,High,18,5,40.43,40.72
1,16.37,42.44,Low,15,1,20.07,21.84
1,16.35,53.31,Low,9,5,16.38,19.24
3,42.55,51.24,High,10,4,79.01,80.37
1,12.61,25.45,Low,5,5,32.41,30.36
3,36.97,37.68,Medium,23,3,74.24,74.29
3,44.98,52.44,Low,15,5,51.5,50.87
3,30.53,48.91,High,13,0,57.97,59.81
1,17.09,53.25,High,15,3,34.86,31.99
3,35.69,41.55,High,14,0,81.99,80.48
3,35.16,47.07,Medium,8,2,58.67,56.02
3,36.73,29.21,Medium,4,0,96.09,96.26
2,27.58,36.08,Medium,13,3,52.79,55.72
3,44.08,37.48,High,16,6,115.58,112.59
2,29.0,28.45,High,5,2,99.12,96.62
2,26.92,45.42,Medium,15,0,41.97,43.55
1,12.92,29.92,High,18,5,43.41,43.25
2,27.6,28.88,Medium,12,4,73.29,73.03
3,33.79,25.02,High,16,6,132.15,129.83
1,12.03,35.2,Medium,22,3,28.1,27.19
3,31.01,40.4,Medium,0,6,56.14,56.42
1,12.16,51.83,High,0,3,22.16,21.14
3,33.5,36.83,High,12,6,86.53,85.55
2,22.45,48.49,Low,6,4,29.39,27.7
3,44.32,35.87,Medium,11,2,92.12,92.34
2,22.09,46.03,Medium,5,2,39.79,37.49
1,14.47,25.81,High,18,6,56.11,54.4
3,35.32,43.03,High,7,6,76.2,78.95
3,37.5,47.31,High,19,1,75.65,76.81
2,28.38,35.22,Low,14,5,49.01,48.37
3,42.89,26.52,Low,0,6,93.03,95.6
3,30.78,54.59,Low,22,0,36.0,34.73
3,34.1,30.82,High,16,0,108.58,105.71
3,36.15,29.91,Medium,1,5,89.52,92.0
1,14.78,51.02,Low,23,5,20.34,17.98
2,25.28,52.7,High,18,6,46.7,46.98
3,35.96,49.97,Medium,13,4,56.67,54.51
3,30.53,43.82,High,2,2,65.73,65.28
2,27.75,33.11,Medium,7,6,67.47,64.49
1,13.17,54.58,Medium,11,0,20.92,18.92
1,14.97,40.63,Low,2,2,24.85,23.25
3,31.92,33.21,Medium,12,6,71.75,72.84
2,29.52,51.38,Low,23,4,33.23,35.13
3,44.44,29.03,Medium,18,0,110.84,113.49
1,14.32,35.76,Low,12,2,24.43,24.97
2,26.26,54.29,High,9,4,46.34,47.88
2,27.56,30.8,Low,4,4,55.67,55.49
2,29.17,32.8,Medium,9,5,64.68,65.4
1,12.96,35.1,Low,11,5,19.56,20.36
1,12.43,33.76,High,23,1,35.65,33.37
1,15.63,36.9,Medium,13,0,30.7,33.13
3,39.56,49.36,Medium,1,4,61.29,58.81
1,15.4,28.56,Medium,17,3,40.32,40.84
2,25.39,28.36,Medium,5,6,64.57,66.34
3,37.79,28.57,Low,8,0,75.37,77.97
3,34.21,32.11,Medium,10,0,81.02,81.1
2,22.03,30.31,Low,2,6,45.4,44.02
1,16.77,32.83,High,21,0,51.4,48.72
2,26.71,47.12,Medium,3,3,45.49,42.85
3,31.45,33.96,High,14,0,90.65,88.32
3,35.57,51.16,Medium,7,5,54.06,51.8
1,13.56,53.74,Medium,7,0,19.79,19.66
2,26.99,46.87,Low,10,0,36.17,33.51
1,16.68,26.98,Low,15,2,36.83,35.13
2,23.98,43.62,Low,8,3,33.52,33.13
2,27.62,46.08,High,14,1,57.49,57.05
3,44.0,27.31,Medium,12,5,120.49,122.38
3,32.88,42.95,Medium,7,5,59.21,57.71
2,29.94,28.78,Medium,21,2,75.96,77.02
3,31.99,51.97,Low,23,0,36.89,38.21
3,38.08,40.61,Low,6,2,52.09,54.44
2,20.09,44.8,Medium,23,5,34.6,34.03
2,27.62,38.67,Low,16,0,41.66,42.59
1,17.64,33.37,High,22,2,47.85,49.99
1,16.43,40.01,Medium,19,5,29.63,28.81
3,42.15,29.8,Low,3,5,85.88,83.65
3,33.7,35.98,High,21,0,89.6,88.81
3,30.33,35.61,Low,7,4,53.27,50.87
1,17.9,43.81,High,17,6,40.36,40.64
2,26.24,43.66,High,18,2,60.44,57.55
1,12.27,37.02,Low,22,1,21.54,21.29
1,15.98,50.67,Low,21,6,18.45,17.8
1,14.27,44.95,High,7,4,29.95,30.22
2,29.49,37.76,High,6,2,77.84,75.6
1,15.55,50.53,High,23,1,28.05,29.97
2,20.19,44.01,Medium,18,3,34.58,33.31
2,21.86,39.41,Low,23,5,32.31,31.76
1,17.61,43.89,Medium,4,1,30.21,30.29
2,28.18,49.0,Medium,12,0,42.55,43.83
1,16.73,25.31,Medium,0,4,52.64,50.25
3,36.05,45.7,Medium,21,3,56.91,59.15
1,17.63,41.72,Low,12,1,27.72,27.28
2,23.65,36.9,High,22,0,65.17,62.92
1,16.37,26.58,Low,1,4,38.29,36.09
3,39.65,53.32,Low,21,4,43.93,45.99
3,40.21,50.15,Low,4,3,47.02,49.39
3,44.93,31.93,Medium,14,0,108.44,106.9
1,13.44,53.3,Low,12,0,16.61,16.47
2,21.16,46.82,Low,4,2,24.28,26.48
1,14.58,46.45,Low,1,6,18.64,17.65
2,23.64,32.24,Medium,8,6,56.87,55.71
3,44.11,34.54,High,15,5,121.74,123.15
1,12.02,40.05,Medium,14,1,22.22,21.63
3,44.01,36.6,Medium,3,6,88.7,91.6
2,21.0,43.15,Medium,4,5,36.7,36.67
3,38.1,31.62,Medium,23,2,89.22,92.18
1,17.33,29.38,Medium,8,3,43.19,42.39
1,16.36,42.74,High,18,0,34.78,36.81
2,24.78,35.15,Low,4,4,42.28,41.96
1,14.82,33.02,Low,11,3,26.34,26.6
3,38.1,40.33,Low,19,2,55.39,56.46
1,12.46,39.11,Medium,15,6,21.81,23.56
1,16.81,36.72,Low,10,0,27.9,28.2
3,39.79,39.56,Medium,23,2,73.96,75.76
2,20.48,25.44,Low,21,6,47.42,46.41
3,42.59,41.65,Low,22,5,61.49,60.81
3,38.99,30.11,Low,21,3,77.49,79.46
1,15.97,36.58,Medium,15,0,34.43,31.89
2,29.21,50.68,High,23,2,55.31,55.78
3,44.17,37.49,High,9,6,113.06,114.48
2,21.05,46.52,Low,14,2,27.25,26.83
1,12.66,45.71,Medium,3,0,21.67,20.58
2,20.48,25.88,Low,0,5,47.48,45.79
2,29.95,34.94,Low,11,3,49.32,50.87
1,13.1,52.87,Low,2,3,17.58,15.73
1,15.42,37.37,High,21,2,42.92,41.07
3,31.32,45.38,Medium,7,4,52.42,52.39
3,36.64,39.3,Medium,14,2,70.01,68.62
1,13.37,37.01,Medium,15,0,29.31,26.77
1,16.6,35.51,Low,15,5,26.02,27.22
3,40.15,42.16,Low,4,3,56.74,57.43
1,12.83,46.98,Low,2,3,18.97,18.12
3,32.86,28.94,Low,4,6,63.85,66.49
1,17.22,42.03,Low,5,0,23.32,26.27
3,31.06,35.89,Low,11,5,55.3,53.56
3,38.63,35.77,Medium,20,4,78.28,79.31
1,13.41,53.37,Low,20,3,14.31,15.3
1,16.88,54.23,Medium,13,2,24.23,24.73
2,22.57,54.72,Low,12,6,26.79,26.68
2,27.19,44.9,Low,6,1,38.88,37.02
1,13.69,51.17,Low,18,5,18.07,17.24
1,14.37,33.54,High,13,1,40.81,39.21
3,39.63,54.06,Medium,7,5,56.76,54.43
2,20.53,26.05,Low,19,4,50.8,48.92
2,29.95,44.65,Medium,21,4,50.09,49.26
3,35.25,29.02,Medium,18,4,89.49,92.18
2,28.82,31.23,Low,2,5,58.69,57.32
1,12.95,53.81,Medium,10,4,17.01,18.41
1,15.56,31.4,Medium,16,1,38.1,35.82
3,38.19,41.76,Medium,4,3,68.89,69.41
1,12.81,28.75,High,17,5,40.68,42.36
1,16.92,35.24,Medium,18,5,32.14,34.89
3,31.16,26.69,Low,23,3,73.26,70.59
1,13.67,34.96,Medium,17,1,29.8,27.93
1,12.37,30.23,High,2,6,40.45,38.61
3,38.64,54.92,Medium,4,3,53.69,52.93
3,41.77,49.16,Low,21,6,49.5,50.7
3,34.93,52.6,High,8,3,62.94,63.42
1,13.81,36.4,Medium,4,3,30.58,29.47
3,43.77,52.15,High,8,3,83.75,82.37
3,43.28,46.07,Medium,13,4,69.54,68.47
2,25.06,33.69,High,10,4,70.68,69.41
1,14.16,31.79,Low,2,4,26.21,27.34
2,28.03,54.76,Low,20,2,31.69,31.36
1,15.32,50.54,Medium,12,3,22.52,23.45
1,16.05,25.77,Low,5,6,38.59,37.74
1,14.61,29.06,Medium,17,2,35.39,37.47
3,39.29,30.35,Medium,0,0,97.24,98.56
3,33.97,45.98,Medium,12,3,59.33,56.61
2,23.48,32.58,Low,22,4,43.01,43.52
1,16.4,28.17,Low,20,5,35.71,34.49
2,25.35,30.16,Medium,2,4,61.81,63.85
3,33.5,40.87,High,10,3,78.34,79.94
3,44.14,35.54,Medium,5,6,90.53,92.29
1,16.96,34.68,High,7,4,46.14,45.09
3,38.2,44.48,Low,6,0,52.16,50.4
3,39.42,28.81,Medium,20,6,103.52,101.79
2,23.52,53.65,Medium,19,3,32.11,32.09
3,32.8,38.68,Medium,14,3,62.22,62.13
3,44.87,29.14,Low,11,6,92.76,93.39
2,29.56,46.09,High,20,3,58.49,60.38
1,17.57,31.13,Low,5,5,32.66,33.96
2,29.68,50.49,Low,23,0,34.36,35.89
3,37.74,45.79,Low,22,6,47.21,49.7
3,30.35,54.48,High,16,1,54.31,52.43
2,23.09,28.2,Low,0,2,51.17,49.62
2,22.19,51.8,High,18,2,41.9,42.19
3,41.71,30.15,Medium,19,6,104.74,104.23
1,13.16,46.33,High,0,2,28.23,28.27
1,12.23,50.63,Medium,3,6,14.05,16.55
1,14.98,33.3,High,11,3,44.98,44.2
2,22.59,52.79,Medium,7,6,30.3,31.25
2,24.63,47.15,Low,13,4,30.24,30.14
2,21.64,28.96,Medium,3,2,57.93,57.9
1,14.07,52.37,High,13,2,26.07,25.88
2,28.14,48.23,High,9,5,53.23,54.39
3,31.31,29.23,Low,12,6,67.82,65.26
2,27.31,45.41,Medium,10,2,43.54,44.25
3,33.43,30.9,Low,14,4,67.58,65.39
1,15.39,29.72,Low,13,3,30.57,30.54
3,38.08,41.7,High,6,5,88.57,88.04
1,17.45,31.04,Low,1,1,32.38,34.99
3,31.1,49.68,Low,14,6,37.87,37.61
3,36.37,38.29,High,18,4,93.9,92.48
3,38.85,29.89,High,19,1,123.71,126.15
3,35.39,35.46,High,3,3,95.23,94.75
3,33.76,34.99,Medium,18,2,67.56,70.52
2,26.0,27.56,High,0,6,92.37,90.28
2,21.55,36.28,High,7,2,57.36,56.48
1,14.2,42.52,High,19,4,32.83,32.72
3,34.68,25.6,Low,0,5,80.87,79.52
3,43.95,36.91,Low,14,6,73.84,73.13
2,27.9,31.04,High,20,5,86.74,86.85
3,44.69,53.6,High,1,0,80.94,79.62
3,37.64,31.2,Low,4,3,71.47,72.61
3,34.29,52.35,High,8,4,62.02,63.4
2,28.78,31.01,High,8,4,90.34,88.23
2,24.53,43.2,Medium,18,2,43.23,43.54
3,42.33,39.36,Low,4,4,61.9,64.06
3,34.84,38.6,High,9,1,87.15,86.94
1,17.28,47.36,High,19,6,35.94,35.39
1,13.09,39.88,Medium,6,6,23.09,22.81
1,15.24,49.8,High,0,5,27.21,27.48
2,28.96,33.69,Low,1,1,53.38,52.85
2,22.43,33.87,High,21,2,66.69,64.74
2,21.65,36.21,High,9,1,60.91,58.08
2,27.07,54.58,Medium,19,2,39.15,36.39
1,17.94,28.62,High,21,4,57.07,59.25
2,23.93,31.3,Medium,18,6,54.55,57.46
1,12.08,32.19,Low,15,0,19.83,21.93
3,41.89,52.21,Low,22,4,46.45,46.41
2,24.36,26.12,High,23,5,86.57,87.92
3,34.51,42.73,High,22,1,76.34,77.27
1,17.38,53.45,High,21,4,32.89,30.65
1,12.12,50.11,Low,21,6,11.27,13.58
3,44.2,27.1,Medium,3,4,119.42,120.82
3,40.13,36.8,Medium,0,3,81.76,81.0
2,25.69,32.01,High,10,6,78.8,76.39
2,20.01,28.1,High,13,2,69.52,69.75
3,34.06,39.27,Medium,6,0,65.07,66.71
3,31.76,25.59,Low,6,6,75.65,74.3
2,25.59,43.42,Medium,18,2,45.91,44.18
1,13.13,46.43,High,8,4,27.1,27.95
2,23.62,38.88,Low,22,1,33.01,35.13
3,30.01,26.35,Medium,0,1,83.28,83.86
1,14.2,54.01,High,18,4,21.49,24.15
2,25.09,28.99,Medium,5,6,68.82,66.33
2,20.77,45.96,High,8,3,44.36,43.36
3,42.42,53.24,Low,5,2,45.77,46.63
1,14.53,47.32,Low,3,4,19.9,18.96
2,27.66,48.2,Medium,19,4,45.53,43.17
3,32.88,42.21,Low,6,5,48.81,47.53
2,22.04,30.26,High,13,2,68.34,68.3
3,41.85,29.07,Low,1,3,90.06,87.7
3,30.96,48.91,Low,3,4,41.55,39.37
3,31.26,46.57,Low,5,2,43.4,40.79
1,13.22,34.04,High,0,1,39.74,38.17
1,13.69,36.9,High,16,4,38.88,36.53
3,35.04,26.47,Medium,13,5,100.07,100.45
1,13.08,44.19,Low,5,5,18.13,18.67
3,39.4,41.29,Low,7,5,55.59,56.11
2,29.56,53.34,Low,5,0,33.12,31.73
1,12.6,42.64,Low,11,0,16.29,16.65
2,24.34,32.39,Medium,20,1,53.9,55.24
1,13.21,40.02,Medium,18,2,22.99,25.94
3,39.6,43.28,Medium,15,4,70.66,68.36
2,25.04,47.11,Low,2,3,29.38,30.88
2,25.87,51.44,High,17,6,50.05,49.88
1,14.09,33.46,High,16,3,43.98,41.44
1,13.95,52.45,Medium,17,5,18.11,19.43
2,29.45,52.37,High,23,2,55.26,55.7
1,16.57,50.64,Low,20,0,17.92,18.07
3,39.72,40.56,Low,15,1,56.18,56.92
1,17.48,48.35,Low,0,5,22.68,21.52
3,32.99,53.63,Medium,19,3,43.16,44.99
2,20.76,40.69,Medium,16,0,36.95,38.6
1,16.65,43.56,Medium,5,1,28.8,27.96
1,15.94,46.94,Low,12,6,22.78,20.96
1,12.04,46.26,High,6,0,27.82,26.45
2,23.94,25.31,Medium,5,0,72.35,71.03
3,36.72,47.54,High,19,4,74.04,72.39
2,23.17,28.25,Low,18,2,50.25,47.88
1,13.72,36.42,Low,23,2,18.54,20.8
2,27.22,39.65,Low,11,6,42.77,40.72
2,28.43,39.36,Low,21,2,42.86,41.56
2,22.09,43.86,Medium,15,1,36.58,37.72
3,36.81,37.41,High,8,0,95.97,96.1
1,14.1,42.87,Low,10,3,17.73,19.43
1,17.15,44.98,Low,0,2,21.29,21.34
1,12.45,31.25,Medium,20,0,34.58,31.75
3,31.48,29.41,Medium,19,6,78.11,78.74
3,40.36,25.69,Medium,7,6,116.79,117.9
1,16.85,40.54,Medium,16,6,32.62,30.24
2,21.28,29.53,Medium,7,6,53.95,55.3
3,31.95,29.08,Medium,12,2,81.55,80.88
3,36.12,30.42,Medium,1,3,85.73,88.73
3,42.55,49.0,High,16,5,84.17,83.52
2,21.25,32.71,Low,20,3,34.84,37.59
3,35.93,26.32,Low,23,6,83.39,81.57
3,39.55,52.34,Medium,15,3,57.76,56.18
1,15.08,32.38,Low,22,3,28.77,28.15
1,13.63,27.46,Low,15,4,32.76,31.03
3,42.89,48.51,Low,13,6,55.0,52.67
1,13.4,41.31,Medium,12,0,20.59,23.3
3,41.12,48.93,Medium,21,1,64.16,64.27
2,21.03,37.35,High,12,1,54.04,53.3
2,21.8,45.91,Medium,3,4,36.26,33.98
1,13.06,35.02,High,18,0,32.31,34.83
2,29.22,34.96,Low,21,1,48.5,51.29
2,20.34,44.86,Low,5,6,28.26,28.05
2,27.33,46.27,Medium,9,4,45.36,43.49
2,25.92,50.71,Low,1,4,29.15,31.71
3,32.69,40.08,Medium,8,0,63.4,63.15
2,28.87,32.17,Medium,14,5,66.72,66.99
1,17.82,44.07,High,1,6,40.07,40.26
1,16.33,47.7,Low,22,0,19.29,19.34
3,31.66,48.81,Low,6,2,40.39,40.65
1,16.63,25.49,Medium,6,0,49.99,47.52
3,44.36,52.57,High,6,3,79.47,80.04
1,17.96,30.54,High,7,1,55.21,54.55
2,24.61,54.67,Medium,2,5,35.31,35.62
2,29.68,27.33,Medium,4,1,85.35,82.55
2,27.25,54.04,Low,12,0,31.3,30.9
1,13.54,25.15,Low,1,1,28.6,31.59
3,37.71,45.35,High,7,5,79.78,80.8
1,14.17,40.9,Low,6,2,24.47,21.62
3,31.16,54.03,Medium,20,4,44.08,41.89
2,28.69,43.59,Medium,14,6,48.49,48.84
2,22.51,50.03,Medium,23,5,31.36,33.57
2,21.75,33.62,Medium,2,3,47.8,48.57
1,14.17,28.88,Low,12,3,32.03,30.21
2,22.52,48.0,Low,21,3,30.99,28.85
2,22.82,43.68,Medium,19,2,35.64,37.86
2,20.78,43.85,Medium,19,4,36.65,35.12
3,37.72,43.74,Medium,21,4,64.22,65.92
2,26.75,37.1,High,7,2,65.18,67.49
3,40.78,26.28,Medium,20,2,117.73,117.39
3,44.47,27.36,Low,0,6,95.33,96.84
1,17.96,33.11,High,3,2,52.27,52.61
2,29.28,35.42,Low,6,0,50.27,48.73
2,25.05,52.14,Low,14,5,28.67,27.89
2,27.83,31.93,Low,22,4,55.63,54.2
1,16.57,38.75,Medium,5,1,35.99,34.06
2,27.32,50.88,Low,20,1,28.02,30.27
2,23.58,33.32,Medium,5,6,53.85,54.54
2,29.53,47.44,High,7,5,56.7,59.51
2,24.92,43.76,Low,0,3,33.16,34.37
2,22.73,25.07,Low,4,1,51.59,52.49
1,16.69,32.63,Medium,23,2,41.18,39.07
2,24.53,51.83,Low,13,5,30.29,29.03
2,26.87,39.81,Low,6,6,42.41,40.36
3,35.41,45.98,High,7,2,72.79,74.34
2,23.17,25.75,Medium,16,6,66.59,65.76
2,25.08,41.29,High,8,4,56.5,58.56
1,16.16,29.09,Low,21,3,36.01,35.16
2,24.69,47.13,Medium,18,4,41.01,38.94
3,30.09,53.4,Medium,9,0,45.84,43.73
3,44.3,32.53,Low,14,6,79.47,81.05
3,41.77,54.67,Medium,9,0,59.45,59.24
3,38.04,46.33,Low,22,4,48.88,48.84
1,13.81,28.56,Medium,12,6,36.08,34.55
3,36.15,46.18,Low,1,4,44.3,46.49
3,39.96,39.46,Low,8,0,59.07,60.92
1,12.52,38.85,Low,5,6,19.48,19.49
3,37.5,40.29,Low,23,2,54.68,55.81
2,24.62,51.67,Low,1,3,30.7,28.07
3,30.09,32.04,Low,22,6,57.83,55.2
3,38.11,47.52,Medium,10,0,59.89,61.65
2,27.73,46.1,Low,5,4,35.29,37.94
3,35.71,40.16,Low,23,5,53.91,52.92
1,12.72,51.36,High,21,1,26.53,23.53
2,25.54,31.98,Low,3,2,47.56,48.06
2,25.4,51.1,High,19,3,46.28,46.45
3,40.26,33.42,High,18,5,117.46,115.64
3,41.89,26.23,Low,5,6,98.61,96.04
3,30.55,39.82,High,3,3,71.55,74.08
